Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2009-09-10,2009091000,1,1,NA,15:00,15,3600,0,TEN,30,30,0,0,0,NA,PIT,TEN,R.Bironas kicks 67 yards from TEN 30 to PIT 3. S.Logan to PIT 42 for 39 yards (M.Griffin).,1,39,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,S.Logan,NA,M.Griffin,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.00150632650259,0.179748786264307,0.006639108378449,0.281137706070735,0.213700143484249,0.00359231277884,0.31367561652083,0,0,0.323525853611276,2.01447390539146,NA,NA,0.485674986096914,0.514325013903086,0.546432839712298,0.453567160287702,0.485674986096914,0.060757853615384,NA,NA,2009
2009-09-10,2009091000,1,1,1,14:53,15,3593,7,PIT,42,58,10,5,0,0,PIT,TEN,(14:53) B.Roethlisberger pass short left to H.Ward to PIT 47 for 5 yards (C.Hope).,1,5,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,-3,8,0,left,0,NA,NA,None,0,NA,NA,H.Ward,00-0017162,1,NA,NA,NA,C.Hope,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.000968573445213,0.108505341693476,0.00106070551303,0.169116697782297,0.293699785077751,0.003637510213114,0.423011386275118,0,0,2.33799975900274,0.07790715801662,-1.06816864757218,1.1460758055888,0.546432839712298,0.453567160287702,0.551087817161488,0.448912182838512,0.546432839712298,0.004654977449191,-0.032243986966194,0.036898964415385,2009
2009-09-10,2009091000,1,1,2,14:16,15,3556,37,PIT,47,53,5,2,0,0,PIT,TEN,(14:16) W.Parker right end to PIT 44 for -3 yards (S.Tulloch).,1,-3,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,W.Parker,00-0022250,1,right,end,NA,None,0,NA,NA,NA,S.Tulloch,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.001057215296268,0.105106230576913,0.000980799652992,0.16274677177503,0.3048045303164,0.003826029428937,0.42147842295346,0,0,2.41590691701936,-1.40275983141882,NA,NA,0.551087817161488,0.448912182838512,0.510793090698601,0.489206909301399,0.551087817161488,-0.040294726462887,NA,NA,2009
2009-09-10,2009091000,1,1,3,13:35,14,3515,41,PIT,44,56,8,2,0,0,PIT,TEN,(13:35) (Shotgun) B.Roethlisberger pass incomplete deep right to M.Wallace. COVERAGE BY #24 HOPE,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Incomplete Pass,Deep,34,0,0,right,0,NA,NA,None,0,NA,NA,M.Wallace,00-0026901,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.001433864647769,0.149088280176333,0.001943962513384,0.234800845566031,0.28933588304646,0.004776405474204,0.318620758575819,0,0,1.01314708560054,-1.71258349389478,3.31884108835177,-5.03142458224655,0.510793090698601,0.489206909301399,0.461217114011436,0.538782885988563,0.510793090698601,-0.049575976687164,0.106662555299327,-0.156238531986491,2009
2009-09-10,2009091000,1,1,4,13:27,14,3507,8,PIT,44,56,8,2,0,1,PIT,TEN,"(13:27) (Punt formation) D.Sepulveda punts 54 yards to TEN 2, Center-G.Warren, downed by PIT-K.Lewis.",1,0,0,0,NA,NA,NA,0,0,Clean,Punt,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.00186130132802,0.21347955518734,0.003278685339627,0.322262126676735,0.244603447301306,0.006404003277706,0.208110880889265,0,0,-0.699436408294238,2.09779597399744,NA,NA,0.461217114011436,0.538782885988563,0.558929401222471,0.441070598777529,0.461217114011436,0.097712287211035,NA,NA,2009
2009-09-10,2009091000,2,1,1,13:16,14,3496,11,TEN,2,98,10,0,0,0,TEN,PIT,"(13:16) C.Johnson up the middle to TEN 2 for no gain (B.Keisel, J.Farrior).",1,0,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,C.Johnson,00-0026164,1,middle,NA,NA,None,0,NA,NA,NA,B.Keisel,J.Farrior,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.002944084522409,0.236917828356243,0.025922798878118,0.370073666955697,0.144684949157388,0.003099273314307,0.216357398815839,0,0,-1.3983595657032,-0.696302133795411,NA,NA,0.558929401222471,0.441070598777529,0.5784532294323,0.4215467705677,0.441070598777529,-0.019523828209829,NA,NA,2009
2009-09-10,2009091000,2,1,2,12:40,13,3460,36,TEN,2,98,10,4,0,0,TEN,PIT,(12:40) K.Collins pass short left to A.Hall to TEN 6 for 4 yards (T.Polamalu).,1,4,0,0,NA,NA,NA,0,0,NA,Pass,K.Collins,00-0003292,1,Complete,Short,3,1,0,left,0,NA,NA,None,0,NA,NA,A.Hall,00-0024489,1,NA,NA,NA,T.Polamalu,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.003282641203902,0.264021776063736,0.024131588439796,0.409396619932094,0.116551081701787,0.003304829723861,0.179311462934823,0,0,-2.09466169949861,-0.179149379092377,-0.343084865309364,0.163935486216987,0.5784532294323,0.4215467705677,0.582880513303472,0.417119486696528,0.4215467705677,-0.004427283871172,-0.010456104535247,0.006028820664075,2009
2009-09-10,2009091000,2,1,3,12:11,13,3431,29,TEN,6,94,6,2,0,0,TEN,PIT,(12:11) (Shotgun) C.Johnson left end to TEN 4 for -2 yards (T.Polamalu).,1,-2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,C.Johnson,00-0026164,1,left,end,NA,None,0,NA,NA,NA,T.Polamalu,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.003244299684744,0.282790725691484,0.018506817204747,0.420930484194266,0.08677744605869,0.003299161217146,0.184451065948922,0,0,-2.27381107859099,-1.11947720841167,NA,NA,0.582880513303472,0.417119486696528,0.617543685977305,0.382456314022695,0.417119486696528,-0.034663172673833,NA,NA,2009
2009-09-10,2009091000,2,1,4,11:34,12,3394,37,TEN,4,96,8,2,0,1,TEN,PIT,"(11:34) (Punt formation) C.Hentrich punts 50 yards to PIT 46, Center-K.Amato. S.Logan to TEN 43 for 11 yards (M.Griffin).",1,11,0,0,NA,NA,NA,0,0,Clean,Punt,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,S.Logan,NA,M.Griffin,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.003022777605816,0.337299727986153,0.013429870016229,0.483402288884275,0.023640903398661,0.003213415155971,0.135991016952895,0,0,-3.39328828700265,-0.021312622361698,NA,NA,0.617543685977305,0.382456314022695,0.591489201546992,0.408510798453008,0.382456314022695,0.026054484430313,NA,NA,2009
2009-09-10,2009091000,3,1,1,11:24,12,3384,10,TEN,43,43,10,3,0,0,PIT,TEN,(11:24) B.Roethlisberger pass short right to M.Wallace to TEN 40 for 3 yards (W.Hayes).,1,3,0,0,NA,NA,NA,0,0,NA,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,-2,5,0,right,0,NA,NA,None,0,NA,NA,M.Wallace,00-0026901,1,NA,NA,NA,W.Hayes,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,PIT,TEN,0,None,3,3,3,3,3,0.001494475498454,0.069965384162761,0.000275497510709,0.107950631698094,0.336206586748984,0.003333850430645,0.480773573950353,0,0,3.41460090936435,-0.215292525847259,-0.756894384129922,0.541601858282663,0.591489201546992,0.408510798453008,0.585405048552545,0.414594951447455,0.591489201546992,-0.006084152994447,-0.024525800257167,0.01844164726272,2009
